date,open,close,high,low,volume
2010-04-09,21.819,21.955,22.112,21.481,14627.38
2010-04-12,21.955,22.057,22.286,21.584,12329.78
2010-04-13,22.023,20.404,22.16,20.285,24522.6
2010-04-14,19.961,20.697,20.892,19.961,11042.8
2010-04-16,20.626,21.682,21.918,19.773,20673.71
2010-04-19,21.751,21.096,21.989,21.096,11963.03
2010-04-20,21.103,20.881,21.478,20.482,14509.11
2010-04-21,20.837,22.709,22.961,20.837,29009.86
2010-04-22,22.705,22.569,23.077,22.16,14933.3
2010-04-23,22.535,22.092,22.535,21.55,15545.59
2010-04-26,21.993,21.815,22.497,21.778,9400.61
2010-04-27,21.884,21.103,21.942,20.523,13808.23
2010-04-28,21.103,20.793,21.434,20.561,10161.82
2010-04-29,21.069,20.026,21.096,20.012,12722.55
2010-04-30,20.114,19.548,20.455,19.432,9500.67
2010-05-04,19.381,20.145,20.251,19.194,8904.95
2010-05-05,20.094,20.864,20.967,19.876,11007.15
2010-05-06,20.96,20.08,21.055,19.964,11960.21
2010-05-07,19.773,18.406,20.244,18.406,17164.07
2010-05-10,18.716,17.38,18.86,16.565,29833.51
2010-05-11,17.779,17.319,17.898,16.91,11418.58
2010-05-12,17.221,16.414,17.472,16.145,14968.56
2010-05-14,17.266,18.055,18.055,16.665,37261.5
2010-05-17,18.145,17.49,18.503,17.041,23001.33
2010-05-18,17.49,17.351,17.665,16.593,16867.77
2010-05-19,17.261,17.633,18.118,16.907,9443.31
2010-05-20,18.006,18.297,18.79,17.75,25493.1
2010-05-21,17.58,19.06,19.149,17.311,25852.55
2010-05-24,19.261,19.768,20.584,19.261,22900.07
2010-05-25,19.643,19.768,20.266,19.284,17527.36
2010-05-26,19.768,20.158,20.293,19.508,13216.52
2010-05-27,20.113,20.903,21.033,19.849,17186.86
2010-05-28,20.934,20.755,21.158,20.517,13817.73
2010-05-31,20.634,19.575,20.853,19.508,19733.13
2010-06-01,19.575,19.728,19.997,18.934,19041.76
2010-06-02,19.643,19.217,19.643,18.768,13406.26
2010-06-03,19.396,18.701,19.553,18.701,15964.73
2010-06-04,18.656,18.925,19.06,18.207,9328.97
2010-06-07,18.481,18.441,18.817,18.118,13220.49
2010-06-08,18.477,18.97,18.97,18.163,14711.25
2010-06-09,19.06,19.687,19.835,19.06,22037.7
2010-06-10,19.678,19.773,19.979,19.495,11203.99
2010-06-11,19.822,19.786,19.956,19.373,11195.09
2010-06-17,19.956,18.163,20.064,17.849,28956.26
2010-06-18,18.163,17.019,18.387,16.728,26886.66
2010-06-21,17.58,18.015,18.387,17.333,25402.85
2010-06-22,18.109,18.342,18.826,17.539,26853.39
2010-06-23,17.947,18.212,18.288,17.535,16409.2
2010-06-24,17.956,18.409,18.521,17.853,11468.16
2010-06-25,17.983,17.804,18.459,17.584,7097.66
2010-06-28,17.804,17.436,17.938,17.14,7859.3
2010-06-29,17.58,16.548,17.58,16.454,11810.92
2010-06-30,16.66,16.526,16.817,16.396,9878.27
2010-07-01,16.517,15.687,16.768,15.391,12748.54
2010-07-02,15.687,14.979,15.831,14.216,28796.2
2010-07-05,14.754,14.261,14.754,13.97,18133.14
2010-07-06,14.27,14.553,14.71,14.082,17902.75
2010-07-07,14.485,15.068,15.405,14.355,18779.3
2010-07-08,15.068,14.606,15.068,14.405,14695.96
2010-07-09,14.553,15.288,15.449,14.463,22454.59
2010-07-12,15.337,15.898,15.92,15.337,19098.0
2010-07-13,15.988,15.203,15.988,15.059,15793.31
2010-07-14,15.427,15.198,15.642,15.158,9010.68
2010-07-15,15.023,14.566,15.396,14.53,9433.82
2010-07-16,14.476,14.741,14.75,14.306,8941.0
2010-07-19,14.351,14.893,15.05,14.351,10442.21
2010-07-20,14.866,15.472,15.485,14.866,14617.49
2010-07-21,15.472,15.494,15.875,15.319,14099.4
2010-07-22,15.472,15.88,15.92,15.27,15909.16
2010-07-23,15.916,15.732,16.055,15.575,11872.85
2010-07-26,15.732,15.893,15.911,15.427,15287.84
2010-07-27,15.781,15.651,15.822,15.494,13309.12
2010-07-28,15.674,16.041,16.23,15.606,22345.67
2010-07-29,16.041,16.198,16.275,15.862,21597.29
2010-07-30,16.458,17.041,17.799,16.45,37584.69
2010-08-02,16.952,17.154,17.266,16.907,20821.72
2010-08-03,17.221,16.799,17.624,16.799,22395.59
2010-08-04,16.947,16.79,17.033,16.324,24262.25
2010-08-05,16.746,16.678,17.019,16.463,14734.34
2010-08-06,16.642,17.49,17.557,16.548,22909.3
2010-08-09,17.485,18.14,18.163,17.311,29044.0
2010-08-10,17.983,17.4,18.207,17.4,24586.81
2010-08-11,17.391,17.544,17.885,17.355,12090.94
2010-08-12,17.494,17.041,17.535,17.037,15517.1
2010-08-13,16.947,17.257,17.261,16.795,9873.64
2010-08-16,17.261,17.71,17.88,17.113,17609.19
2010-08-17,17.75,17.521,17.929,17.409,16432.13
2010-08-18,17.62,17.346,17.925,17.113,24668.58
2010-08-19,17.046,17.279,17.472,17.041,15049.51
2010-08-20,17.23,16.571,17.252,16.436,22419.27
2010-08-23,16.544,16.49,16.728,16.463,9771.87
2010-08-24,16.49,16.606,16.728,16.346,11288.52
2010-08-25,16.544,16.198,16.575,16.145,11599.7
2010-08-26,16.288,16.293,16.414,15.992,7849.0
2010-08-27,16.319,16.593,16.647,16.203,7529.0
2010-08-30,17.037,17.553,17.714,17.033,31422.0
2010-08-31,17.445,17.795,17.916,17.27,28594.0
2010-09-01,17.88,17.068,17.929,16.952,23855.0
2010-09-02,17.302,17.337,17.624,17.122,12965.0
2010-09-03,17.337,17.768,17.804,17.337,27061.0
2010-09-06,18.006,17.862,18.073,17.62,24953.0
2010-09-07,17.885,19.239,19.508,17.885,47879.0
2010-09-08,19.082,20.181,20.396,18.844,48879.0
2010-09-09,20.158,19.728,20.405,19.373,32872.0
2010-09-10,19.732,19.741,19.988,19.508,15923.0
2010-09-13,19.916,19.912,20.45,19.858,29793.0
2010-09-14,19.956,19.441,20.181,19.199,27775.0
2010-09-15,19.333,19.248,19.8,18.835,23436.0
2010-09-16,19.23,18.58,19.23,18.387,15734.0
2010-09-17,18.701,18.938,19.486,18.342,16672.0
2010-09-20,19.239,18.844,19.248,18.701,10589.0
2010-09-21,18.97,19.051,19.19,18.746,6470.0
2010-09-27,19.239,19.732,19.912,19.055,17739.0
2010-09-28,19.746,19.329,19.746,19.311,10399.0
2010-09-29,19.329,18.822,19.696,18.75,17757.0
2010-09-30,18.611,18.804,18.97,18.387,7445.0
2010-10-08,19.015,18.952,19.055,18.611,15615.0
2010-10-11,18.97,18.423,19.163,18.387,20186.0
2010-10-12,18.409,17.624,18.562,17.49,29236.0
2010-10-13,17.723,18.163,18.163,17.49,17876.0
2010-10-14,18.163,18.073,18.163,17.678,20864.0
2010-10-15,18.073,17.127,18.118,16.772,32781.0
2010-10-18,17.041,16.84,17.203,15.844,37514.0
2010-10-19,16.683,17.203,17.468,16.683,16409.0
2010-10-20,16.997,16.992,17.472,16.458,19626.0
2010-10-21,17.019,17.4,17.414,16.929,17240.0
2010-10-22,17.49,17.45,17.624,17.216,12761.0
2010-10-25,17.714,18.364,18.441,17.494,24245.0
2010-10-26,18.387,19.104,19.239,18.387,28958.0
2010-10-27,19.23,18.979,19.728,18.835,23590.0
2010-10-28,18.979,18.701,19.261,18.571,11988.0
2010-10-29,18.656,19.06,19.109,18.656,12038.0
2010-11-01,19.284,19.243,19.553,19.118,15527.0
2010-11-02,19.311,19.53,19.858,19.149,21492.0
2010-11-03,19.463,19.104,19.844,19.104,16196.0
2010-11-04,18.97,20.055,20.082,18.759,30049.0
2010-11-05,20.037,20.593,21.167,19.795,49333.0
2010-11-08,20.593,21.593,21.966,20.575,31435.0
2010-11-09,21.616,23.647,23.755,21.616,59480.0
2010-11-10,23.32,22.297,23.961,22.244,39906.0
2010-11-11,22.266,21.755,22.468,21.75,23718.0
2010-11-12,21.696,20.764,22.504,20.185,29071.0
2010-11-15,20.45,21.158,21.212,19.732,16251.0
2010-11-16,21.069,19.777,21.069,19.418,23511.0
2010-11-17,19.71,19.4,20.459,19.212,20780.0
2010-11-18,19.418,19.997,20.127,19.172,28455.0
2010-11-19,20.087,19.934,20.087,19.436,17400.0
2010-11-22,19.723,20.625,20.629,19.634,21216.0
2010-11-23,20.539,20.176,20.629,19.683,14739.0
2010-11-24,19.907,20.84,20.853,19.8,10981.0
2010-11-25,20.862,21.122,21.961,20.656,18888.0
2010-11-26,21.279,21.14,21.477,20.831,15866.0
2010-11-29,21.163,20.499,21.163,20.185,13170.0
2010-11-30,20.45,19.575,20.62,19.194,12422.0
2010-12-01,19.481,19.373,19.813,19.311,6282.0
2010-12-02,19.598,20.181,20.248,19.598,17302.0
2010-12-03,20.181,19.871,20.226,19.557,6666.0
2010-12-06,19.732,19.535,19.956,19.297,5551.0
2010-12-07,19.459,19.593,19.678,18.947,10418.0
2010-12-08,19.723,19.912,20.001,19.329,12612.0
2010-12-09,19.84,19.472,19.84,19.369,8864.0
2010-12-10,19.382,19.602,19.714,19.288,4307.0
2010-12-13,19.777,20.418,20.49,19.777,18112.0
2010-12-14,20.279,20.943,21.073,20.243,16189.0
2010-12-15,21.015,20.8,21.212,20.674,17269.0
2010-12-16,20.687,20.418,21.001,20.315,14377.0
2010-12-17,20.418,20.616,20.746,20.302,7190.0
2010-12-20,20.71,20.046,20.764,19.284,11231.0
2010-12-21,20.091,20.113,20.315,20.006,9517.0
2010-12-22,20.091,19.956,20.293,19.777,8202.0
2010-12-23,19.956,19.261,19.956,19.23,11808.0
2010-12-24,19.423,18.521,19.602,18.512,9641.0
2010-12-27,18.961,17.849,18.965,17.714,18068.0
2010-12-28,17.849,17.127,17.934,17.077,13208.0
2010-12-29,17.127,16.952,17.306,16.593,16758.0
2010-12-30,16.952,17.033,17.154,16.822,14436.0
2010-12-31,17.068,17.58,17.71,17.006,17578.0
2011-01-04,17.696,17.418,17.696,17.198,23213.0
2011-01-05,17.4,17.261,17.4,16.997,19407.0
2011-01-06,17.176,17.297,17.324,17.041,10867.0
2011-01-07,17.306,17.62,17.705,17.136,18823.0
2011-01-10,17.669,17.714,18.158,17.494,21419.0
2011-01-11,17.723,17.503,17.903,17.212,10531.0
2011-01-12,17.71,17.015,17.71,16.593,11963.0
2011-01-13,17.041,16.853,17.077,16.602,9652.0
2011-01-14,16.647,16.234,16.759,16.225,9541.0
2011-01-17,16.145,15.602,16.145,15.499,8735.0
2011-01-18,15.476,15.656,15.826,15.472,4766.0
2011-01-19,15.642,15.943,16.001,15.539,6480.0
2011-01-20,16.023,15.476,16.028,15.427,5661.0
2011-01-21,15.651,15.606,15.813,15.463,5012.0
2011-01-24,15.611,15.66,15.871,15.611,5075.0
2011-01-25,15.665,15.225,15.674,15.028,4320.0
2011-01-26,15.517,15.458,15.517,15.248,3894.0
2011-01-27,15.301,15.92,15.92,15.252,6338.0
2011-01-28,15.925,15.875,15.925,15.665,5666.0
2011-01-31,15.92,15.745,15.92,15.741,9931.0
2011-02-01,15.75,15.642,15.871,15.4,6603.0
2011-02-09,15.562,15.517,15.732,15.382,3606.0
2011-02-10,15.449,15.911,16.023,15.261,6757.0
2011-02-11,15.929,16.988,17.086,15.858,18455.0
2011-02-14,16.992,16.889,17.212,16.75,14518.0
2011-02-15,16.862,16.817,17.198,16.817,12032.0
2011-02-16,16.768,17.252,17.324,16.638,17948.0
2011-02-17,17.257,17.064,17.346,16.92,11606.0
2011-02-18,17.064,17.064,17.221,16.889,9562.0
2011-02-21,16.826,17.804,17.983,16.728,27890.0
2011-02-22,17.719,17.476,18.104,17.279,15435.0
2011-02-23,17.485,17.176,17.485,17.086,10861.0
2011-02-24,17.176,17.041,17.432,16.911,9522.0
2011-02-25,17.216,17.243,17.266,16.759,8281.0
2011-02-28,17.266,17.311,17.4,17.077,6970.0
2011-03-01,17.311,17.221,17.355,17.14,9449.0
2011-03-02,17.207,16.862,17.207,16.728,12956.0
2011-03-03,16.862,16.638,17.024,16.463,7849.0
2011-03-04,16.593,16.692,16.768,16.49,5359.0
2011-03-07,16.719,16.894,17.037,16.719,7463.0
2011-03-08,16.997,16.862,17.033,16.781,9951.0
2011-03-09,16.862,16.871,16.947,16.768,7839.0
2011-03-10,16.885,17.355,17.58,16.772,19881.0
2011-03-11,17.176,17.683,17.938,17.176,28853.0
2011-03-14,17.633,17.633,17.835,17.36,12813.0
2011-03-15,17.692,17.261,17.723,16.62,11367.0
2011-03-16,17.118,17.23,17.459,17.05,7216.0
2011-03-17,17.131,16.84,17.131,16.826,6464.0
2011-03-18,16.849,16.974,17.414,16.849,7279.0
2011-03-21,16.952,17.342,17.934,16.862,9149.0
2011-03-22,17.58,17.517,17.885,17.342,13892.0
2011-03-23,17.517,17.387,17.58,17.203,8590.0
2011-03-24,17.396,16.674,17.468,16.589,28965.0
2011-03-25,16.692,16.696,17.109,16.593,22774.0
2011-03-28,16.701,15.696,16.772,15.517,51151.0
2011-03-29,15.651,15.382,15.692,15.333,16557.0
2011-03-30,15.382,14.665,15.562,14.378,30359.0
2011-03-31,14.651,14.817,14.889,14.575,11273.0
2011-04-01,14.916,14.934,14.974,14.714,7627.0
2011-04-06,14.934,14.57,14.952,14.508,12298.0
2011-04-07,14.642,14.705,14.705,14.49,8717.0
2011-04-08,14.71,14.938,14.988,14.606,10348.0
2011-04-11,14.997,14.889,15.001,14.835,9227.0
2011-04-12,15.028,14.75,15.091,14.642,18372.0
2011-04-13,14.647,14.929,15.01,14.642,18369.0
2011-04-14,14.92,14.687,14.92,14.656,16390.0
2011-04-15,14.692,14.517,14.772,14.431,16149.0
2011-04-18,14.53,14.445,14.66,14.427,11468.0
2011-04-19,14.396,14.275,14.485,14.216,11732.0
2011-04-20,14.292,14.584,14.638,14.292,11002.0
2011-04-21,14.732,14.53,14.732,14.494,10600.0
2011-04-22,14.548,14.575,14.624,14.342,11881.0
2011-04-25,14.579,14.373,14.62,14.319,8381.0
2011-04-26,14.396,14.127,14.476,14.127,8524.0
2011-04-27,14.261,14.373,14.562,14.252,12144.0
2011-04-28,14.396,14.23,14.562,14.171,8349.0
2011-04-29,14.171,13.297,14.171,13.005,21039.0
2011-05-03,13.297,13.221,13.36,13.068,8248.0
2011-05-04,13.221,12.817,13.221,12.781,10044.0
2011-05-05,12.853,12.925,13.001,12.839,5165.0
2011-05-06,12.947,12.813,12.947,12.696,7014.0
2011-05-09,12.808,12.996,13.095,12.741,5677.0
2011-05-10,13.005,13.073,13.091,12.916,5393.0
2011-05-11,13.113,13.055,13.135,12.983,4818.0
2011-05-12,13.023,12.826,13.023,12.817,6025.0
2011-05-13,12.83,13.095,13.109,12.83,4493.0
2011-05-16,13.091,13.01,13.095,13.005,3872.0
2011-05-17,13.001,12.929,13.05,12.781,4254.0
2011-05-19,13.028,12.938,13.122,12.916,3028.0
2011-05-20,12.902,12.839,13.005,12.808,3362.0
2011-05-23,12.844,12.234,12.916,12.23,6392.0
2011-05-24,12.149,12.064,12.297,11.772,6540.0
2011-05-25,12.05,11.808,12.113,11.808,4479.0
2011-05-26,11.817,11.768,11.943,11.768,3911.0
2011-05-27,11.759,11.983,12.077,11.759,7878.0
2011-05-30,11.983,11.907,12.055,11.884,4587.0
2011-05-31,11.974,12.028,12.041,11.799,4782.0
2011-06-01,12.037,12.032,12.073,11.929,4216.0
2011-06-02,12.019,11.884,12.023,11.759,6679.0
2011-06-03,11.916,12.198,12.265,11.889,7290.0
2011-06-07,12.283,12.342,12.386,12.104,5947.0
2011-06-08,12.238,12.62,12.687,12.234,9587.0
2011-06-09,12.826,12.961,13.185,12.826,15446.0
2011-06-10,12.69,12.492,12.697,12.104,12022.0
2011-06-13,12.309,12.016,12.309,11.803,10147.0
2011-06-14,11.957,12.038,12.147,11.818,8851.0
2011-06-15,12.03,11.869,12.133,11.796,7360.0
2011-06-16,11.51,11.525,11.723,11.503,7559.0
2011-06-17,11.635,10.99,11.635,10.99,11815.0
2011-06-20,11.063,10.609,11.107,10.543,10075.0
2011-06-21,10.682,10.719,10.726,10.44,7720.0
2011-06-22,10.719,10.528,10.733,10.404,6550.0
2011-06-23,10.389,10.865,10.953,10.367,11179.0
2011-06-27,11.466,11.95,11.95,11.21,27681.0
2011-06-28,12.382,11.869,12.441,11.781,50150.0
2011-06-29,11.781,11.561,11.979,11.561,20689.0
2011-06-30,11.561,11.723,11.869,11.561,14557.0
2011-07-01,11.686,11.642,11.81,11.591,11047.0
2011-07-04,11.708,11.84,11.854,11.613,15132.0
2011-07-05,11.84,11.964,11.979,11.759,17405.0
2011-07-06,11.913,11.979,11.979,11.788,12633.0
2011-07-07,11.832,12.008,12.191,11.832,19457.0
2011-07-08,12.03,12.367,12.602,12.03,40413.0
2011-07-11,12.243,12.404,12.463,12.016,23080.0
2011-07-12,12.199,11.95,12.235,11.95,19428.0
2011-07-13,11.928,12.096,12.169,11.818,17750.0
2011-07-14,12.221,12.169,12.228,12.016,18003.0
2011-07-15,12.235,12.419,12.477,12.126,26608.0
2011-07-18,12.697,12.404,12.88,12.331,25241.0
2011-07-19,12.257,12.565,12.602,12.089,22028.0
2011-07-20,12.528,12.88,12.887,12.521,30324.0
2011-07-21,12.895,12.572,13.085,12.536,28759.0
2011-07-22,12.675,12.426,12.756,12.397,14619.0
2011-07-25,12.301,11.591,12.301,11.576,22086.0
2011-07-26,11.591,11.473,11.649,11.32,10239.0
2011-07-27,11.481,11.613,11.693,11.364,9705.0
2011-07-28,11.539,11.466,11.539,11.268,12138.0
2011-07-29,11.378,11.422,11.671,11.378,8263.0
2011-08-01,11.429,11.188,11.429,11.173,19834.0
2011-08-02,11.202,11.503,11.561,11.122,22930.0
2011-08-03,11.356,11.942,12.001,11.32,25829.0
2011-08-04,11.796,11.942,12.111,11.796,15935.0
2011-08-05,11.532,11.503,11.598,11.21,13088.0
2011-08-08,11.32,10.602,11.342,10.404,14909.0
2011-08-09,10.265,10.367,10.477,9.891,22299.0
2011-08-10,10.58,10.411,10.77,10.404,18465.0
2011-08-11,10.257,10.55,10.594,10.111,15201.0
2011-08-12,10.624,10.777,11.136,10.594,19204.0
2011-08-15,10.814,11.041,11.056,10.807,11385.0
2011-08-16,11.049,11.122,11.349,11.041,17640.0
2011-08-17,11.07,11.056,11.188,10.895,8874.0
2011-08-18,11.136,10.697,11.136,10.697,13177.0
2011-08-19,10.44,10.499,10.616,10.301,12196.0
2011-08-22,10.58,10.55,10.726,10.44,10252.0
2011-08-23,10.587,10.748,10.777,10.55,21999.0
2011-08-24,10.77,11.063,11.144,10.77,30157.0
2011-08-25,11.063,11.21,11.246,10.917,24282.0
2011-08-26,11.21,11.686,11.854,11.122,42089.0
2011-08-29,11.51,11.408,11.679,11.32,29121.0
2011-08-30,11.422,11.078,11.613,11.027,34145.0
2011-08-31,11.034,11.122,11.195,10.931,13718.0
2011-09-01,11.122,10.975,11.202,10.931,13091.0
2011-09-02,11.063,10.836,11.107,10.697,14063.0
2011-09-05,10.755,10.389,10.785,10.382,12972.0
2011-09-06,10.265,10.294,10.404,10.206,8944.0
2011-09-07,10.404,10.624,10.624,10.331,12490.0
2011-09-08,10.69,10.426,10.755,10.426,8128.0
2011-09-09,10.543,10.396,10.66,10.338,8993.0
2011-09-13,10.316,10.265,10.316,10.118,6979.0
2011-09-14,10.382,10.404,10.404,10.206,7625.0
2011-09-15,10.404,10.477,10.587,10.338,8250.0
2011-09-16,10.536,10.455,10.572,10.418,5570.0
2011-09-19,10.44,10.162,10.448,10.133,7309.0
2011-09-20,10.155,10.228,10.331,10.015,5927.0
2011-09-21,10.257,10.536,10.609,10.177,12696.0
2011-09-22,10.462,10.177,10.521,10.169,11964.0
2011-09-23,9.993,10.103,10.111,9.818,7429.0
2011-09-26,10.081,10.111,10.162,10.008,6539.0
2011-09-27,10.184,10.221,10.243,10.111,4908.0
2011-09-28,10.323,10.052,10.323,9.964,7602.0
2011-09-29,10.008,9.891,10.052,9.847,6422.0
2011-09-30,9.891,9.964,10.023,9.744,5273.0
2011-10-10,9.986,9.92,10.067,9.906,6419.0
2011-10-11,10.045,9.964,10.25,9.913,8086.0
2011-10-12,9.92,10.279,10.331,9.818,13209.0
2011-10-13,10.279,10.426,10.477,10.191,15122.0
2011-10-14,10.352,10.323,10.411,10.272,9849.0
2011-10-17,10.477,10.294,10.528,10.279,11815.0
2011-10-18,10.184,10.081,10.301,10.074,9932.0
2011-10-19,10.067,10.059,10.177,10.015,4591.0
2011-10-20,9.972,9.818,10.03,9.664,10280.0
2011-10-21,9.942,9.752,9.942,9.598,5031.0
2011-10-24,9.671,9.928,9.928,9.671,6847.0
2011-10-25,9.92,10.125,10.155,9.854,9038.0
2011-10-26,9.979,10.199,10.309,9.979,15083.0
2011-10-27,10.294,10.345,10.55,10.272,18733.0
2011-10-28,10.44,10.433,10.514,10.287,17146.0
2011-10-31,10.374,10.44,10.492,10.294,11995.0
2011-11-01,10.338,10.865,10.939,10.272,35583.0
2011-11-02,10.646,10.865,10.887,10.521,22957.0
2011-11-03,10.902,10.755,11.114,10.733,28543.0
2011-11-04,10.814,10.843,10.917,10.748,13899.0
2011-11-07,10.843,10.704,10.887,10.69,12999.0
2011-11-08,10.902,11.495,11.774,10.902,87004.0
2011-11-09,11.276,11.459,11.488,11.18,44022.0
2011-11-10,11.356,11.327,11.481,11.224,27915.0
2011-11-11,11.327,11.246,11.481,11.195,19206.0
2011-11-14,11.356,11.481,11.488,11.276,28038.0
2011-11-15,11.495,11.429,11.495,11.298,17053.0
2011-11-16,11.342,10.88,11.415,10.807,27290.0
2011-11-17,10.873,10.873,11.056,10.843,12055.0
2011-11-18,10.865,10.631,10.865,10.58,10476.0
2011-11-21,10.631,10.887,10.887,10.631,11383.0
2011-11-22,11.979,11.752,11.979,11.437,126186.0
2011-11-23,12.001,12.675,12.88,12.001,110282.0
2011-11-24,12.287,12.265,12.485,11.994,68987.0
2011-11-25,12.162,12.514,12.778,11.964,70525.0
2011-11-28,12.419,12.675,12.734,12.177,45016.0
2011-11-29,12.748,13.071,13.525,12.536,81868.0
2011-11-30,12.99,12.492,13.144,12.023,59761.0
2011-12-01,12.931,12.836,13.188,12.58,45845.0
2011-12-02,12.748,12.448,12.748,12.389,26460.0
2011-12-05,12.235,11.869,12.25,11.796,19148.0
2011-12-06,11.723,11.752,11.942,11.21,27640.0
2011-12-07,11.671,11.862,11.862,11.415,15767.0
2011-12-08,11.81,12.558,12.712,11.649,36569.0
2011-12-09,12.265,12.345,12.66,12.235,22685.0
2011-12-12,12.345,12.47,12.807,12.235,21851.0
2011-12-13,12.345,12.367,12.719,12.169,14509.0
2011-12-14,11.796,12.096,12.309,11.796,16744.0
2011-12-15,11.942,11.957,12.455,11.906,24310.0
2011-12-16,11.29,11.979,12.016,11.041,24810.0
2011-12-19,11.723,11.84,11.979,11.51,16843.0
2011-12-20,11.942,12.682,12.858,11.847,55083.0
2011-12-21,12.602,12.375,12.741,12.133,33019.0
2011-12-22,12.169,11.884,12.455,11.356,34467.0
2011-12-23,11.788,11.95,12.221,11.576,22402.0
2011-12-26,11.737,12.47,12.565,11.605,40712.0
2011-12-27,12.309,11.642,12.455,11.576,31789.0
2011-12-28,11.429,11.166,11.466,10.843,27439.0
2011-12-29,11.019,10.983,11.136,10.755,31520.0
2011-12-30,10.858,11.114,11.224,10.843,25373.0
2012-01-04,11.122,10.997,11.202,10.99,14396.0
2012-01-05,10.953,10.624,10.953,10.257,28408.0
2012-01-06,10.521,10.69,10.88,10.184,11164.0
2012-01-09,10.55,10.997,11.049,10.477,17264.0
2012-01-10,10.917,11.364,11.429,10.902,25596.0
2012-01-11,11.327,11.158,11.451,11.056,21699.0
